,SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,GENDER,Car,House,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,DAYS_EMPLOYED,MOBILE,WORK_PHONE,HOME_PHONE,MOBILE_REACHABLE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,APPLICATION_DAY,TOTAL_DOC_SUBMITTED
96479,212006,1,Cash loans,F,N,N,0,225000.0,450000.0,450000.0,Unaccompanied,Working,Higher education,Civil marriage,-2722,1,1,1,1,0,Accountants,2.0,SUNDAY,1
96904,212491,1,Cash loans,F,N,N,2,67500.0,590337.0,477000.0,Unaccompanied,State servant,Secondary / secondary special,Married,-1884,1,1,0,1,0,Cleaning staff,4.0,WEDNESDAY,1
96908,212496,1,Cash loans,F,N,N,0,112500.0,450000.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,-3681,1,1,0,1,0,Sales staff,2.0,THURSDAY,1
96979,212573,1,Cash loans,M,N,N,0,247500.0,379237.5,288000.0,Children,Commercial associate,Secondary / secondary special,Single / not married,-2644,1,1,0,1,0,Sales staff,1.0,SATURDAY,1
96980,212574,1,Cash loans,F,N,N,1,216000.0,521280.0,450000.0,Children,Commercial associate,Secondary / secondary special,Widow,-1824,1,1,0,1,0,Sales staff,2.0,SATURDAY,1
97052,212657,1,Cash loans,M,N,N,0,67500.0,405000.0,405000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,-1891,1,1,0,1,0,Drivers,1.0,WEDNESDAY,1
97089,212704,1,Cash loans,F,N,N,0,90000.0,180000.0,180000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-1046,1,1,0,1,0,Laborers,2.0,WEDNESDAY,1
97161,212794,1,Cash loans,F,N,N,0,126000.0,1125000.0,1125000.0,Family,Working,Secondary / secondary special,Married,-11419,1,1,1,1,0,Accountants,2.0,MONDAY,1
97452,213139,1,Cash loans,F,N,N,0,202500.0,346500.0,346500.0,Unaccompanied,Working,Secondary / secondary special,Married,-1266,1,1,1,1,0,Cleaning staff,2.0,WEDNESDAY,1
97462,213154,1,Cash loans,F,N,N,0,180000.0,495000.0,495000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1230,1,1,0,1,0,Cleaning staff,2.0,TUESDAY,1
97486,213185,1,Cash loans,M,N,N,1,99000.0,539100.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,-5239,1,1,0,1,0,Laborers,2.0,SUNDAY,1
97670,213408,1,Cash loans,F,N,N,0,117000.0,269550.0,225000.0,Unaccompanied,Working,Incomplete higher,Single / not married,-1163,1,1,0,1,0,Sales staff,1.0,TUESDAY,1
97736,213484,1,Cash loans,F,N,N,0,225000.0,521280.0,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,-6995,1,1,0,1,0,Core staff,2.0,MONDAY,1
97809,213562,1,Cash loans,M,N,N,1,112500.0,143910.0,135000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,-1503,1,1,0,1,0,Low-skill Laborers,2.0,THURSDAY,1
97886,213653,1,Cash loans,F,N,N,0,135000.0,1305000.0,1305000.0,Family,Commercial associate,Secondary / secondary special,Married,-3485,1,1,0,1,0,Waiters/barmen staff,2.0,MONDAY,1
97936,213713,1,Cash loans,M,N,N,0,135000.0,314100.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,-2265,1,1,0,1,0,Drivers,1.0,FRIDAY,1
98105,213904,1,Cash loans,M,N,N,1,247500.0,314100.0,225000.0,"Spouse, partner",Commercial associate,Secondary / secondary special,Married,-1876,1,1,0,1,0,Drivers,3.0,WEDNESDAY,1
98167,213977,1,Cash loans,F,N,N,1,202500.0,239850.0,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-2276,1,1,1,1,1,Waiters/barmen staff,3.0,MONDAY,1
98254,214075,1,Cash loans,F,N,N,0,126000.0,891072.0,720000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-3965,1,1,0,1,0,Sales staff,2.0,TUESDAY,1
98332,214164,1,Cash loans,M,N,N,0,112500.0,378000.0,378000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,-1449,1,1,1,1,0,Low-skill Laborers,1.0,WEDNESDAY,1
98375,214211,1,Cash loans,F,N,N,0,67500.0,135000.0,135000.0,Unaccompanied,Working,Secondary / secondary special,Married,-7131,1,1,1,1,0,Laborers,2.0,TUESDAY,1
98409,214253,1,Cash loans,F,N,N,0,126000.0,790830.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,-2464,1,1,0,1,0,Sales staff,2.0,TUESDAY,1
98489,214348,1,Cash loans,F,N,N,1,108000.0,398016.0,360000.0,Unaccompanied,Working,Secondary / secondary special,Separated,-6391,1,1,1,1,0,Private service staff,2.0,MONDAY,1
98531,214400,1,Cash loans,F,N,N,1,72000.0,385164.0,292500.0,Unaccompanied,State servant,Secondary / secondary special,Married,-1571,1,1,0,1,0,Core staff,3.0,SATURDAY,1
98592,214471,1,Revolving loans,M,N,N,1,135000.0,270000.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Married,-2355,1,1,0,0,0,Laborers,3.0,WEDNESDAY,2
98858,214787,1,Cash loans,M,N,N,1,67500.0,284400.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,-5348,1,1,1,1,0,Laborers,3.0,FRIDAY,1
98872,214803,1,Cash loans,F,N,N,0,216000.0,500427.0,432000.0,Family,Commercial associate,Secondary / secondary special,Single / not married,-9652,1,1,0,1,0,High skill tech staff,1.0,FRIDAY,1
99276,215262,1,Cash loans,F,N,N,0,202500.0,1321020.0,1125000.0,Unaccompanied,Working,Secondary / secondary special,Married,-3141,1,1,0,1,0,Private service staff,2.0,MONDAY,1
99401,215406,1,Cash loans,M,N,N,0,45000.0,45000.0,45000.0,Unaccompanied,State servant,Secondary / secondary special,Single / not married,-2120,1,1,1,1,0,Core staff,1.0,WEDNESDAY,1
99407,215415,1,Cash loans,M,N,N,0,180000.0,473760.0,450000.0,Family,Working,Higher education,Single / not married,-2512,1,1,0,1,0,Laborers,1.0,FRIDAY,1
99429,215438,1,Cash loans,M,N,N,0,270000.0,720000.0,720000.0,Unaccompanied,Commercial associate,Incomplete higher,Civil marriage,-1905,1,1,1,1,1,Managers,2.0,SATURDAY,1
99452,215462,1,Cash loans,M,N,N,0,157500.0,592560.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1890,1,1,0,1,1,Managers,2.0,FRIDAY,1
99967,216057,1,Cash loans,M,N,N,0,54000.0,360000.0,360000.0,Unaccompanied,Working,Higher education,Single / not married,-3190,1,1,1,1,0,Core staff,1.0,THURSDAY,1
